name,u_star_2d,wsc,dir_metmast_60m,T_10m,wsp_metmast_10m,wsp_metmast_40m,wsp_metmast_60m,wsp_metmast_80m,wsp_metmast_100m
200803041540,0.841,0.052,334.372,4.06064,13.8574,16.4756,17.3981,17.8985,18.1977
200803041550,0.763,0.0317,331.665,3.89499,14.8088,17.74,18.6611,19.0628,19.2158
200803041600,0.709,0.0211,331.889,3.97,13.5067,16.0361,16.5935,16.8641,16.9899
200803041610,0.661,0.0238,329.418,3.95279,13.0422,15.7595,16.1471,16.4188,16.5549
200803041620,0.768,0.0247,328.427,3.89002,12.846,15.6652,16.466,16.9222,17.1958
200803041630,0.728,0.0148,327.902,3.84382,13.5838,16.4933,17.1624,17.4978,17.5633
200803041640,0.7,0.009,327.004,3.88422,12.8203,15.0385,15.6942,16.0019,16.1127
200803041650,0.696,-0.0033,326.546,3.95265,12.2165,14.5038,15.1972,15.6364,15.7522
200803041700,0.71,-0.0031,328.866,3.8915,13.1131,15.7047,16.3882,16.7703,17.0613
200803041710,0.667,-0.0097,335.6,3.84577,13.142,15.9109,16.8681,17.3764,17.6684
200803041720,0.636,-0.0189,332.738,3.87495,12.6245,15.3082,16.0764,16.3397,16.463
200803041730,0.558,-0.0287,333.224,3.84693,11.4791,14.2499,14.9372,15.1947,15.4528
200803041740,0.645,-0.0123,327.683,3.75325,13.4344,16.2155,16.8887,17.1427,17.2534
200803041750,0.647,-0.0261,327.413,3.73678,13.132,16.1101,16.9983,17.3155,17.3961
200803041800,0.675,-0.0322,328.774,3.67914,11.8706,14.843,15.6795,16.1348,16.4197
200803041810,0.678,-0.035,328.182,3.83516,12.4859,15.5715,16.2173,16.5077,16.5592
200803041820,0.718,-0.0519,332.851,4.00883,12.5652,15.6675,16.3795,16.8044,17.0713
200803041830,0.71,-0.0424,337.299,4.04142,13.0394,15.8338,16.6959,17.3888,17.8225
200803041840,0.679,-0.0386,335.545,4.06236,12.5071,15.553,16.4606,17.0466,17.275
200803041850,0.72,-0.033,334.34,4.01348,12.901,15.7476,16.756,17.3491,17.7326
200803041900,0.764,-0.0436,337.01,4.01701,12.9336,15.8823,16.7532,17.151,17.4331
200803041910,0.607,-0.0313,339.499,4.00408,11.953,14.4675,15.4639,16.223,16.5471
200803041920,0.594,-0.0343,342.912,3.96899,12.5811,15.2725,16.1175,16.7141,17.0997
200803041930,0.589,-0.0423,348.243,3.83908,11.016,13.7601,14.5654,15.0921,15.7629
200803041940,0.572,-0.0391,346.592,3.87431,11.2375,13.5986,14.5701,15.2643,15.6973
200803041950,0.639,-0.0348,340.769,3.95817,12.6297,15.6329,16.647,17.2093,17.5025
200803042000,0.733,-0.033,347.573,3.86053,12.5332,15.0513,15.5194,16.0538,16.3831
200803042010,0.587,-0.0372,346.628,3.80115,12.3304,14.7792,15.279,15.8125,16.2771
200803042020,0.6,-0.0389,349.7,3.65876,11.546,14.21,14.9024,15.6116,16.4067
200803042030,0.667,-0.0502,351.765,3.58786,11.0745,13.6194,13.2444,14.1805,15.0509
200803042040,0.672,-0.0508,350.669,3.54864,10.7213,13.2314,12.7935,13.156,13.7907
200803042050,0.527,-0.0414,348.604,3.53808,10.314,12.7375,13.2482,13.722,14.3673
200803042100,0.589,-0.0409,346.839,3.6089,11.2127,14.0106,14.8868,15.6534,16.2377
200803042110,0.537,-0.036,347.153,3.5631,10.5947,13.1947,13.9831,14.663,15.306
200803042120,0.624,-0.0463,349.62,3.47263,10.423,13.0952,13.6271,14.2373,15.067
200803042130,0.539,-0.0343,349.699,3.46922,11.0062,13.675,14.0338,14.621,15.0699
200803042140,0.534,-0.0485,350.797,3.42365,10.0377,12.4044,12.3386,12.7301,13.3646
200803042150,0.573,-0.0474,350.526,3.38518,9.94086,12.4862,12.7198,13.2419,14.1644
200803042200,0.511,-0.0353,350.5,3.40197,10.1588,12.8121,13.1918,13.5484,14.2733
200803042210,0.453,-0.0452,353.445,3.28612,8.36031,9.80218,8.88135,8.97243,9.95174
200803042220,0.519,-0.0482,349.627,3.29487,9.21124,11.5407,11.8238,12.3019,13.1053
200803042230,0.382,-0.0421,352.013,3.25669,8.75376,10.3684,9.45193,9.10086,9.5762
200803042240,0.376,-0.0875,358.691,3.21206,7.96877,7.94872,6.22564,5.53324,6.26611
200803042250,0.514,-0.049,355.992,3.22514,8.69312,9.79985,8.0464,7.57362,8.18865
200803042300,0.374,-0.0342,352.35,3.14205,8.39729,10.0586,8.59333,7.9223,8.34927
200803042310,0.439,-0.0411,348.296,3.07542,8.24681,10.2706,10.199,10.488,11.0489
200803042320,0.493,-0.0509,350.807,3.15944,8.76135,10.0618,9.69317,9.71268,10.1505
200803042330,0.436,-0.0412,351.755,3.17642,9.05194,11.0654,10.5591,9.99671,10.5141
200803042340,0.372,-0.0411,348.54,3.12174,8.88545,10.8172,11.0182,10.9174,11.1799
200803042350,0.403,-0.0476,354.779,2.98467,8.34496,9.40888,7.47159,6.65233,6.88131
200803050000,0.309,-0.0351,348.687,3.04306,8.40206,10.4208,10.3705,10.4642,11.0245
200803050010,0.486,-0.0466,349.033,3.06336,8.90463,11.2055,11.0635,10.9076,11.5953
200803050020,0.376,-0.0497,348.873,2.9632,8.40928,10.2118,10.1393,10.3494,11.2044
200803050030,0.527,-0.0573,349.667,2.98446,8.61815,10.6875,10.6596,10.6406,11.3715
200803050040,0.422,-0.0375,346.867,2.9439,8.33267,10.3501,10.4167,10.4138,10.8802
200803050050,0.369,-0.0466,350.084,2.85884,7.56788,9.47391,9.14165,8.81615,9.30074
200803050110,0.319,-0.0481,349.752,2.84155,7.34991,8.59879,7.84602,7.31422,7.72297
200803050120,0.434,-0.0625,350.247,2.86499,7.30367,8.80915,7.90288,7.42848,7.8607
200803050130,0.416,-0.043,348.97,2.87658,7.98648,10.3249,10.9003,11.0334,11.5652
200803050140,0.514,-0.049,347.849,2.94006,8.61085,10.9094,11.2379,11.5574,11.7631
200803050150,0.386,-0.0504,350.685,2.9106,7.74485,9.04104,8.39735,8.16989,8.86899
200803050200,0.343,-0.0414,349.8,2.85344,7.36836,9.11402,8.3852,8.24145,8.80746
200803050210,0.454,-0.0486,347.405,2.93128,7.96906,10.2072,10.5747,10.8183,11.3196
200803050220,0.381,-0.0379,347.477,2.94684,7.61576,9.76517,10.012,9.93775,10.3411
200803050230,0.397,-0.0452,346.267,2.9579,7.83701,10.2608,11.0778,11.5793,12.1246
200803050240,0.349,-0.0378,345.323,2.97463,7.81932,9.8062,10.0533,10.2877,10.7102
200803050250,0.352,-0.0369,344.526,2.9084,7.19965,9.41212,9.88979,10.0551,10.5418
200803050300,0.449,-0.0552,346.345,2.94862,7.35236,9.41396,9.59776,9.44212,10.2843
200803050310,0.403,-0.0347,340.581,3.09684,7.76207,10.2536,11.1538,11.6177,11.8631
200803050320,0.373,-0.0341,342.535,3.17726,7.4697,9.46938,10.1786,10.5817,10.8895
200803050330,0.397,-0.0416,337.862,3.2255,7.46856,9.80431,10.5762,11.1239,11.2697
200803050340,0.374,-0.034,341.245,3.25767,7.41197,9.66165,10.6368,11.1538,11.5349
200803050350,0.415,-0.0362,336.613,3.4853,8.59435,10.8108,11.5241,11.8142,11.8944
200803050400,0.371,-0.0348,337.763,3.34611,7.52041,9.79706,10.6391,11.1326,11.3455
200803050410,0.36,-0.0376,337.699,3.38611,7.646,9.69573,10.5613,11.0292,11.2784
200803050420,0.412,-0.0369,331.782,3.53362,8.73458,11.1601,11.7339,11.8869,11.948
200803050430,0.441,-0.0361,333.616,3.50541,8.20546,10.607,11.3223,11.7656,11.9424
200803050440,0.484,-0.0373,331.753,3.61603,9.16755,11.6738,12.1162,12.194,12.2978
200803050450,0.426,-0.0366,334.969,3.56941,8.07052,10.2004,11.1297,11.7871,11.9743
200803050500,0.386,-0.0268,333.011,3.68802,8.78252,11.1366,11.6645,11.9893,12.122
200803050510,0.387,-0.0417,337.39,3.58876,7.65896,9.83165,10.6368,11.2525,11.4903
200803050520,0.444,-0.0425,338.762,3.8233,9.0089,11.3216,12.2358,12.5902,12.7108
200803050530,0.509,-0.0438,338.016,3.92768,9.44343,12.0149,12.6388,12.9733,13.1578
200803050540,0.454,-0.0342,335.712,3.99101,9.73001,12.2045,13.2248,13.7847,14.0548
200803050550,0.5,-0.0392,333.611,4.06017,10.1558,12.7935,13.5551,14.0589,14.2715
200803050600,0.582,-0.0369,331.017,4.0216,11.2695,13.9778,14.6545,14.8883,14.9475
200803050610,0.552,-0.0435,335.604,3.96699,10.365,13.1167,13.9439,14.467,14.6687
200803050620,0.547,-0.0351,334.151,3.92898,9.81952,12.3318,13.2535,13.8187,14.0146
200803050630,0.532,-0.0427,328.89,3.9256,10.0305,12.2062,12.8217,13.1462,13.5079
200803050640,0.466,-0.0318,327.738,3.97318,9.90231,12.3637,12.9321,13.0854,13.1835
200803050650,0.491,-0.0352,324.2,3.96656,9.9351,12.5891,13.0855,13.3092,13.3821
200803050700,0.492,-0.033,323.754,3.97051,10.0669,12.702,13.1777,13.4075,13.4843
200803050710,0.459,-0.0295,327.566,4.00913,9.93874,12.4776,13.0303,13.2676,13.3498
200803050720,0.568,-0.0337,327.428,3.97422,10.8145,13.8511,14.4119,14.5503,14.6126
200803050730,0.567,-0.0364,326.833,4.00488,10.9938,13.6647,14.4017,14.771,14.9811
200803050740,0.498,-0.0299,328.756,4.00624,10.8169,13.6447,14.2104,14.536,14.6996
200803050750,0.598,-0.0371,327.935,4.04844,9.83789,12.4858,13.1933,13.5834,13.8435
200803050800,0.499,-0.03,329.904,4.13379,9.61872,12.1206,12.8089,12.9972,13.0751
200803050810,0.478,-0.0287,332.821,4.14855,9.19343,11.5783,12.2742,12.8089,13.015
200803050820,0.567,-0.0292,329.601,4.15152,9.89356,12.3419,12.882,13.1979,13.3394
200803050830,0.49,-0.0223,325.863,4.29486,10.0311,12.3596,12.6603,12.8174,12.9233
200803050840,0.481,-0.0224,326.762,4.38915,9.88447,12.1167,12.6892,12.8473,12.9018
200803050850,0.431,-0.0165,323.376,4.51602,9.26737,11.2587,11.8033,12.2383,12.3907
200803050900,0.54,-0.0165,325.455,4.57186,10.4846,12.8045,13.3464,13.5401,13.6616
200803050910,0.526,-0.0162,322.076,4.61913,9.71771,11.6105,12.3031,12.6077,12.667
200803050920,0.507,-0.0206,323.925,4.64292,10.3204,12.6206,13.1979,13.4749,13.5798
200803050930,0.505,-0.0181,325.896,4.68483,10.6136,12.9521,13.3562,13.5036,13.578
200803050940,0.435,-0.0136,319.04,4.80673,8.99298,10.8861,11.3906,11.5775,11.621
200803050950,0.491,-0.0166,317.843,4.84258,9.52117,11.881,12.334,12.5411,12.54
200803051000,0.44,-0.0083,314.489,4.96959,9.08503,10.8609,11.1789,11.3491,11.3996
200803051010,0.425,-0.0088,312.451,5.08501,9.16519,10.831,11.3299,11.6486,11.7879
200803051020,0.406,-0.0022,311.426,5.17408,8.87025,10.37,10.9483,11.2601,11.4136
200803051030,0.492,0.0049,307.642,5.30874,8.78465,10.0365,10.4622,10.5699,10.6142
200803051040,0.424,0.0009,303.518,5.4047,7.81058,9.17879,9.60633,9.8585,9.96644
200803051050,0.397,-0.005,302.589,5.4483,8.62826,9.71529,10.114,10.3995,10.4858
200803051100,0.375,-0.0049,296.24,5.50384,8.48409,9.59982,10.066,10.2741,10.3208
200803051110,0.379,-0.0065,298.977,5.59633,8.333,9.84825,10.4879,10.9054,11.0376
200803051120,0.421,-0.0047,301.759,5.65963,8.74366,10.4633,11.0437,11.2952,11.4437
200803051130,0.487,0.008,300.799,5.8022,8.79777,10.1426,10.6534,10.9491,11.1068
200803051140,0.446,0.02,294.987,5.9078,8.5128,9.60327,10.0445,10.3977,10.5479
200803051150,0.481,0.0118,290.504,5.89679,7.81994,9.31574,9.71427,10.0553,10.2072
200803051200,0.385,0.0198,283.858,6.02473,7.3533,8.61753,9.08557,9.46671,9.6308
200803051210,0.535,0.0445,284.057,6.0838,7.29688,8.01478,8.53345,8.91418,9.11012
200803051220,0.516,0.0262,284.049,6.1569,8.19171,9.51326,10.0595,10.4432,10.6094
200803051230,0.551,0.0201,283.868,6.16252,8.30845,9.83378,10.3589,10.8608,11.1021
200803051240,0.489,0.0108,284.128,6.09787,8.50513,10.4163,11.1956,11.5947,11.6399
200803051250,0.489,0.0061,282.723,6.09808,7.78292,9.47235,10.2261,10.7714,10.9478
200803051300,0.486,-0.0005,283.216,6.14503,7.26131,8.65163,9.31577,9.82555,9.97063
200803051310,0.471,0.0037,279.84,6.18256,7.23292,8.74163,9.38842,9.81885,9.97532
200803051320,0.561,0.0062,274.954,6.20173,8.32319,10.2529,11.0253,11.4834,11.5616
200803051330,0.582,0.0088,272.744,6.15147,8.71267,10.9839,11.7187,12.1954,12.3157
200803051340,0.532,0.0048,267.405,6.14436,7.93869,9.93176,10.8582,11.4203,11.6224
200803051350,0.507,0.0005,262.987,6.11639,8.13057,9.92883,10.6377,10.9051,10.9534
200803051400,0.549,0.0007,260.871,6.11404,7.73773,9.79655,10.389,10.8359,11.0647
200803051410,0.639,-0.0066,260.917,6.06295,8.86563,11.646,12.7939,13.3041,13.523
200803051420,0.661,-0.0037,258.042,6.04291,9.98841,12.7796,13.8489,14.3003,14.3322
200803051430,0.696,-0.0008,256.134,6.08954,9.30689,11.8439,12.9449,13.6317,13.9096
200803051440,0.588,-0.0016,254.806,6.13636,9.39492,11.675,12.4796,12.9882,13.1727
200803051450,0.62,0.0013,253.111,6.18743,9.24767,11.466,12.1708,12.5768,12.7582
200803051500,0.525,0.0009,253.477,6.25744,9.34178,11.8196,12.8177,13.3204,13.4739
200803051510,0.603,0.0027,255.279,6.29853,9.28839,11.768,12.6934,13.1141,13.2093
200803051520,0.655,0.0008,252.353,6.22787,10.2733,13.1442,14.0328,14.4703,14.506
200803051530,0.595,0.0023,248.995,6.2153,10.1923,12.8747,13.7871,14.1635,14.228
200803051540,0.663,0.0055,249.523,6.24157,10.4332,12.8173,13.6307,14.193,14.4729
200803051550,0.605,0.0048,247.642,6.18379,11.7328,14.3,15.0218,15.4026,15.6644
200803051600,0.776,0.0044,248.732,6.2087,10.8852,13.6452,14.7598,15.5701,15.8395
200803051610,0.77,0.0095,248.698,6.15999,11.9383,14.8299,15.7251,16.1859,16.3142
200803051620,0.659,0.0063,245.398,6.12849,12.1057,14.6316,15.4232,15.9098,16.1754
200803051630,0.576,0.0053,243.723,6.13068,12.3435,15.0634,15.9136,16.4391,16.6695
200803051640,0.723,0.0036,241.379,6.16355,12.0096,14.671,15.4694,16.0632,16.2969
200803051650,0.736,0.0016,241.009,6.15651,12.39,15.3378,16.1545,16.6198,16.8089
200803051700,0.701,-0.0024,241.659,6.13703,12.2313,15.076,15.8767,16.5111,16.8813
200803051710,0.781,0.0055,242.328,6.06858,12.6464,15.6781,16.4458,16.8908,17.1437
200803051720,0.844,0.0077,239.953,5.79967,13.7576,16.9352,17.8803,18.4153,18.5888
200803051730,0.719,0.0013,235.6,5.7727,13.5976,16.6016,17.3165,17.5944,17.9056
200803051740,0.827,0.001,235.885,5.71924,13.3693,16.3809,17.1901,17.7203,18.2338
200803051750,0.732,-0.0036,234.188,5.63627,13.4795,16.4733,17.3389,17.9148,18.1551
200803051800,0.759,0.0006,236.25,5.58974,13.268,16.3571,17.3971,17.9775,18.34
200803051810,0.822,0.0069,236.138,5.57144,13.9235,17.229,18.1718,18.7111,18.8988
200803051820,0.836,0.0085,238.983,5.63363,14.2333,17.0957,18.2693,18.914,19.2693
200803051830,0.816,0.0153,238.844,5.5888,14.1982,17.5321,18.5645,19.1622,19.4768
200803051840,0.799,0.012,237.001,5.66189,14.1573,17.4774,18.2973,18.7199,19.0343
200803051850,0.779,0.0103,237.387,5.76155,15.0971,17.7056,18.4642,18.962,19.2483
200803051900,0.817,0.0084,237.651,5.91414,14.7055,17.7188,18.7935,19.3527,19.7916
200803051910,0.767,0.0065,235.766,6.00451,14.4186,17.5614,18.5936,19.3253,19.8726
200803051920,0.847,0.008,236.009,6.10738,14.1358,17.0505,18.0325,18.8334,19.3582
200803051930,0.737,0.006,236.229,6.26766,13.3981,16.3452,17.4526,18.0939,18.5898
200803051940,0.735,0.0051,239.081,6.42662,13.5047,16.3924,17.1589,17.8198,18.259
200803051950,0.736,0.0058,241.979,6.55273,12.379,15.5447,16.553,17.3792,17.9973
200803052000,0.713,0.0077,243.105,6.62931,12.1222,15.1692,16.4032,17.2625,17.8246
200803052010,0.684,0.007,244.169,6.7021,12.2055,15.2067,16.449,17.4612,18.1666
200803052020,0.771,0.0075,245.316,6.79641,13.0779,16.0392,17.2438,18.1816,18.7132
200803052030,0.753,0.0018,245.967,6.88789,12.5437,16.0399,17.425,18.5518,19.1776
200803052040,0.718,0.0031,247.02,6.92864,12.949,16.0189,17.4522,18.5331,19.151
200803052050,0.752,0.002,248.71,7.01823,13.2396,16.2931,17.2278,18.1817,18.8705
200803052100,0.773,-0.0031,248.253,7.04736,12.5855,15.3558,16.5787,17.5704,18.3035
200803052110,0.684,-0.0029,248.299,7.08154,12.555,15.4228,16.7759,17.8105,18.3612
200803052120,0.822,-0.0068,248.863,7.159,12.4244,15.528,16.8076,17.8918,18.6104
200803052130,0.7,0.0006,247.739,7.17617,12.4313,15.2912,16.5707,17.574,18.286
200803052140,0.774,0.002,246.737,7.23286,12.6261,15.6218,16.8288,17.893,18.7134
200803052150,0.607,0.0039,247.043,7.22759,12.5648,15.4979,16.7369,17.8518,18.5157
200803052200,0.629,0.0066,246.128,7.21669,12.4798,15.5437,16.8297,17.7524,18.4033
200803052210,0.755,-0.0004,247.554,7.22052,11.8666,14.9493,16.3345,17.4143,18.1884
200803052220,0.724,-0.0037,247.761,7.32519,12.0617,15.2331,16.5633,17.6066,18.3678
200803052230,0.734,-0.0049,249.132,7.46065,12.7691,15.7266,16.8782,17.8916,18.5498
200803052240,0.71,-0.0007,249.848,7.4943,12.4273,15.236,16.5477,17.7819,18.3754
200803052250,0.73,-0.0061,250.864,7.54637,11.9459,15.3344,16.8006,17.837,18.3092
200803052300,0.78,-0.01,251.866,7.59062,11.8772,15.4581,16.8596,17.8589,18.4507
200803052310,0.715,-0.0094,252.771,7.65955,11.8929,15.2717,16.7666,17.7973,18.4809
200803052320,0.67,-0.0155,253.899,7.71733,11.7646,15.0805,16.5401,17.545,18.3627
200803052330,0.77,-0.0148,253.511,7.74097,11.6574,15.08,16.5291,17.691,18.4076
200803052340,0.696,-0.0174,253.272,7.77352,12.2733,15.3616,16.8981,18.018,18.7648
200803052350,0.714,-0.0191,254.578,7.80387,11.8788,15.3714,16.789,17.8034,18.5954
200803060000,0.731,-0.0182,253.809,7.73138,11.409,14.7614,16.3293,17.5287,18.3284
200803060010,0.844,-0.0172,254.701,7.75842,11.9621,15.4743,16.9146,17.9628,18.7242
200803060020,0.73,-0.0249,256.19,7.80392,11.4434,14.9732,16.573,17.5892,18.2749
200803060030,0.668,-0.0171,257.933,7.84834,11.566,15.2027,16.7816,17.9361,18.6698
200803060040,0.788,-0.0224,258.983,7.88337,11.8533,15.3064,16.9287,18.105,18.9161
200803060050,0.738,-0.0232,258.781,7.90722,11.6402,15.1126,16.7228,17.9869,18.7987
200803060100,0.785,-0.02,259.165,7.90273,11.6787,15.0966,16.9795,18.1294,18.9302
200803060110,0.759,-0.0153,258.427,7.89901,11.5461,14.9517,16.7421,17.9905,19.1214
200803060120,0.766,-0.0218,258.474,7.9435,11.7495,14.929,16.8526,18.3433,19.317
200803060130,0.811,-0.0246,259.777,7.97817,12.296,15.6321,17.5184,18.8407,19.5548
200803060140,0.834,-0.022,260.453,7.99733,11.582,15.4308,17.3858,18.6991,19.5412
200803060150,0.784,-0.0248,260.844,8.02369,12.1657,15.8556,17.422,18.5449,19.3049
200803060200,0.82,-0.0291,260.788,8.02363,12.4151,16.1088,17.659,18.7992,19.454
200803060210,0.8,-0.0258,260.911,8.02137,11.9198,15.4547,17.2522,18.6279,19.4517
200803060220,0.768,-0.0177,260.921,8.00746,11.5903,15.2033,16.9755,18.331,19.2247
200803060230,0.834,-0.0241,260.286,8.01398,12.1113,15.5601,17.1759,18.2421,18.9947
200803060240,0.754,-0.0245,261.413,8.00813,11.7978,15.4111,17.2764,18.7237,19.4879
200803060250,0.826,-0.0204,262.135,8.06767,12.4673,15.8507,17.6386,18.7569,19.4156
200803060300,0.852,-0.0259,262.637,8.04665,12.3178,15.668,17.4815,18.6135,19.3788
200803060310,0.803,-0.0204,263.542,8.07732,12.2967,16.1598,17.743,18.8351,19.5418
200803060320,0.866,-0.026,264.377,8.13959,12.7108,16.1258,18.0212,19.2263,20.0291
200803060330,0.839,-0.0206,264.635,8.19449,13.5917,17.0117,18.6006,19.8545,20.6787
200803060340,0.845,-0.0266,263.4,8.10157,12.8449,16.4762,18.0343,19.3898,20.3134
200803060350,0.763,-0.0265,263.918,8.17205,12.1341,15.729,17.7402,18.9029,19.6299
200803060400,0.686,-0.02,264.473,8.2736,11.8865,15.5721,17.1086,18.4479,19.1266
200803060410,0.773,-0.0188,264.097,8.24992,11.4373,14.9558,16.8383,18.227,19.087
200803060420,0.821,-0.015,265.845,8.29442,12.2975,15.583,17.1738,18.4557,19.33
200803060430,0.812,-0.0229,267.366,8.23639,11.748,15.3192,17.0812,18.4901,19.3234
200803060440,0.785,-0.0237,267.151,8.14552,11.9634,15.2257,17.2679,18.5238,19.3627
200803060450,0.725,-0.0124,267.259,8.17949,11.6434,15.3006,16.8867,18.1696,19.073
200803060500,0.724,-0.0089,269.325,8.22553,11.3351,14.8368,16.85,18.2017,19.0552
200803060510,0.796,-0.0063,269.251,8.22074,11.9759,15.2101,17.0339,18.23,19.1867
200803060520,0.773,-0.0092,268.536,8.28078,11.732,14.835,16.5573,18.03,18.9553
200803060530,0.689,-0.0142,269.643,8.25196,11.3657,14.5172,16.3893,17.6976,18.5364
200803060540,0.736,-0.0142,270.351,8.26416,11.1519,14.1941,16.094,17.4903,18.3984
200803060550,0.61,-0.0062,270.882,8.21796,10.4881,13.7367,15.6623,17.0565,18.0131
200803060600,0.663,-0.0153,269.643,8.28688,10.7094,13.8913,15.7171,17.1886,18.1428
200803060610,0.661,-0.0185,270.982,8.39426,10.3607,13.6205,15.8349,17.2724,17.9868
200803060620,0.655,-0.0156,272.751,8.34531,11.0509,13.9509,15.6629,17.1235,17.945
200803060630,0.736,-0.0142,273.813,8.36152,10.9741,13.8407,15.6114,16.9684,17.8017
200803060640,0.774,-0.0132,275.115,8.37004,11.2648,14.0682,15.8478,17.1324,18.0355
200803060650,0.687,-0.014,277.642,8.41591,11.1644,14.3912,16.0241,17.3356,17.9476
200803060700,0.604,-0.0105,281.67,8.31342,10.2591,13.3822,14.8563,16.0946,16.9112
200803060710,0.592,-0.0013,283.63,8.2169,10.2805,13.1395,14.6908,15.8751,16.7857
200803060720,0.704,-0.0039,282.878,8.17315,10.1912,13.1799,14.9106,16.1446,16.9107
200803060730,0.627,-0.0047,283.248,8.19983,9.59743,12.4895,14.1164,15.4713,16.2643
200803060740,0.667,-0.0066,282.317,8.24246,9.65254,12.4717,14.0625,15.3091,15.9934
200803060750,0.603,-0.006,284.049,8.23802,9.52906,12.2426,13.7641,15.1184,15.8302
200803060800,0.613,-0.0045,286.732,8.17658,9.25089,11.8946,13.328,14.3671,15.0826
200803060810,0.524,-0.0052,289.646,8.11034,9.13835,11.4292,12.7749,13.8069,14.4264
200803060820,0.561,-0.0053,291.071,8.10283,8.84544,11.3027,12.76,14.1154,14.9959
200803060830,0.598,-0.0036,291.559,8.10859,9.61821,12.0976,13.5933,14.8426,15.5234
200803060840,0.542,0.0049,294.224,8.14119,9.1962,11.7341,13.1163,14.2566,14.9662
200803060850,0.463,-0.0021,296.869,8.2208,9.48661,11.8854,13.2937,14.2859,15.0019
200803060900,0.554,0.0002,296.956,8.22738,9.33612,11.6911,12.9519,13.9402,14.4376
200803060910,0.477,0.0003,296.772,8.14933,8.53109,11.0954,12.4529,13.4062,14.0232
200803060920,0.462,0.0052,294.329,8.1111,8.10919,10.6231,11.9291,13.1834,13.766
200803060930,0.491,0.0065,291.529,8.16203,8.41544,10.4682,11.8483,13.0032,13.6729
200803060940,0.477,0.0113,289.712,8.14742,8.21749,10.2587,11.5267,12.6498,13.3876
200803060950,0.506,0.0192,287.111,8.18691,8.06166,10.0875,11.553,12.6806,13.2899
200803061000,0.481,0.0191,287.463,8.20406,8.30125,10.4787,11.926,13.038,13.6488
200803061010,0.501,0.0188,291.523,8.19921,8.72611,10.8071,12.0903,13.2367,13.9292
200803061020,0.548,0.0176,293.584,8.17017,9.18843,11.5612,12.8212,14.0815,14.7144
200803061030,0.525,0.0166,294.527,8.14989,8.61856,10.8412,12.0798,13.0534,13.7509
200803061040,0.551,0.0262,292.794,8.1386,7.6584,9.79745,11.1214,12.2174,12.9484
200803061050,0.457,0.0232,293.917,8.11711,8.25443,9.84884,10.9794,12.0158,12.7039
200803061100,0.527,0.0355,293.149,8.06583,8.59939,10.7105,11.9236,12.9611,13.6293
200803061110,0.529,0.0322,295.944,8.02512,9.41911,11.5498,12.8414,13.8017,14.4381
200803061120,0.475,0.04,299.888,8.06925,9.15593,11.403,12.4825,13.5741,14.2
200803061130,0.462,0.0353,298.394,8.04059,8.45752,10.4195,11.8033,12.9748,13.6081
200803061140,0.598,0.0518,294.647,8.02851,9.22327,11.142,12.4226,13.6229,14.2446
200803061150,0.502,0.0427,292.45,8.04,9.02438,11.1017,12.3977,13.5861,14.2749
200803061200,0.496,0.0408,294.965,8.04143,8.88996,10.954,12.5271,13.5623,14.2757
200803061210,0.438,0.0389,298.49,8.08385,9.07339,10.9502,12.1673,13.1921,13.8755
200803061220,0.575,0.0716,298.742,8.21552,8.50224,10.1698,11.2404,12.3883,13.1451
200803061230,0.519,0.0679,297.398,8.18794,8.0537,9.47604,10.6816,11.7027,12.3533
200803061240,0.58,0.0656,293.227,8.25327,8.32526,10.0203,11.069,12.1967,13.0244
200803061250,0.534,0.0581,292.583,8.25811,8.85943,10.4935,11.7446,12.7128,13.3338
200803061300,0.529,0.0572,291.055,8.2119,7.99052,9.72381,10.953,12.1656,12.783
200803061310,0.441,0.0389,292.518,8.17974,7.36583,8.93868,10.2354,11.2691,11.9774
200803061320,0.492,0.04,292.568,8.16165,7.56004,9.40364,10.5366,11.3952,11.927
200803061330,0.566,0.0416,290.943,8.10606,8.09144,9.80597,11.1046,12.2876,12.9515
200803061340,0.504,0.0374,287.618,8.11898,8.02696,9.9429,11.0891,12.116,12.7555
200803061350,0.543,0.0355,287.52,8.1522,7.25063,9.4533,10.8763,12.0529,12.6675
200803061400,0.453,0.0354,285.623,8.10676,7.29213,8.98866,10.2592,11.2473,11.8541
200803061410,0.392,0.0269,288.029,8.0969,6.9898,8.75364,9.94398,11.0134,11.4784
200803061420,0.432,0.0427,291.783,8.12063,7.3653,8.73661,9.70276,10.8804,11.6571
200803061430,0.431,0.0352,291.344,8.09834,7.4255,9.0954,10.1119,11.1154,11.86
200803061440,0.491,0.0342,289.965,8.07517,7.54701,9.45623,10.4714,11.5736,12.335
200803061450,0.497,0.0273,290.56,8.0351,8.08193,9.8906,10.9124,11.7573,12.3855
200803061500,0.437,0.0189,290.474,7.9724,7.29126,9.13368,10.4564,11.7167,12.4868
200803061510,0.489,0.0218,288.334,7.9329,7.64424,9.70702,10.865,11.7846,12.4821
200803061520,0.523,0.023,286.29,7.92274,7.79745,9.84756,11.0798,12.03,12.6372
200803061530,0.459,0.0172,285.743,7.9149,7.83665,9.70611,10.8637,11.9755,12.6113
200803061540,0.509,0.0198,285.803,7.89147,7.21133,9.387,10.6067,11.6831,12.3782
200803061550,0.491,0.0199,298.564,7.83679,7.80905,9.25977,9.87973,10.4569,10.8575
