name,u_star_2d,wsc,dir_metmast_60m,T_10m,wsp_metmast_10m,wsp_metmast_40m,wsp_metmast_60m,wsp_metmast_80m,wsp_metmast_100m
200810071930,0.383,-0.0223,135.513,13.2575,5.30796,7.60947,8.50901,9.2784,9.88745
200810071940,0.4,-0.0211,135.402,13.2451,5.44546,7.42722,8.4366,9.34128,9.93842
200810071950,0.374,-0.024,137.143,13.109,4.93649,7.28271,8.18357,8.9475,9.60108
200810072000,0.379,-0.0209,137.394,12.9931,5.23369,7.44245,8.50606,9.34526,9.99751
200810072010,0.353,-0.0182,138.162,12.8846,5.11927,7.38374,8.30593,9.19142,9.94681
200810072020,0.366,-0.0194,137.267,12.7945,5.16303,7.35625,8.2868,9.22518,10.0937
200810072030,0.327,-0.0178,134.805,12.6972,5.081,7.05781,7.88031,8.77206,9.5358
200810072040,0.295,-0.0153,133.055,12.6379,5.2732,7.11854,8.09751,9.03803,9.82514
200810072050,0.377,-0.0161,132.833,12.6475,5.44738,7.21755,8.18539,9.29865,10.0525
200810072100,0.384,-0.0186,132.004,12.6234,5.83792,7.86015,8.79646,9.58912,10.3055
200810072110,0.384,-0.0178,131.527,12.4874,5.80266,7.88805,8.9714,9.9792,10.7813
200810072120,0.347,-0.017,132.525,12.4387,5.46485,7.78772,8.77784,9.86511,10.6797
200810072130,0.395,-0.0232,133.605,12.4722,5.85204,7.86528,8.86122,10.0124,10.9243
200810072140,0.33,-0.018,132.092,12.4198,5.85571,7.83123,8.86612,9.90777,10.7808
200810072150,0.363,-0.0199,132.652,12.3743,6.13979,8.00832,8.87591,9.86025,10.812
200810072200,0.32,-0.0168,134.346,12.4469,5.71186,7.81974,8.92504,10.0348,10.8859
200810072210,0.367,-0.0227,134.483,12.4443,5.53115,7.46824,8.49629,9.49107,10.3671
200810072220,0.35,-0.0228,133.406,12.4177,5.32843,7.52777,8.61489,9.52852,10.2171
200810072230,0.358,-0.0224,136.5,12.507,5.48013,7.55731,8.56828,9.63053,10.5719
200810072240,0.357,-0.0201,137.639,12.7154,5.71557,7.42961,8.61096,9.57232,10.3649
200810072250,0.452,-0.028,137.209,12.8083,5.83994,8.19432,9.22387,10.1523,10.8819
200810072300,0.366,-0.0184,133.736,12.8973,6.24864,8.2858,9.26292,10.2944,11.1018
200810072310,0.452,-0.0289,134.631,12.8841,5.71508,7.82996,8.75414,9.79634,10.6223
200810072320,0.414,-0.0207,136.241,13.0028,5.87977,8.07944,9.08148,10.1004,10.7768
200810072330,0.402,-0.021,136.876,13.009,5.4869,7.89637,8.88354,9.84022,10.615
200810072340,0.463,-0.0261,137.015,13.0451,5.81672,8.06307,9.10013,9.9646,10.5954
200810072350,0.379,-0.0182,138.039,13.129,5.55686,8.14551,9.26723,10.1256,10.9066
200810080000,0.379,-0.0174,139.499,13.1287,5.52727,8.23553,9.33127,10.053,10.7987
200810080010,0.445,-0.0224,139.345,13.1096,5.68096,8.30114,9.28968,10.2529,10.8582
200810080020,0.421,-0.0199,139.114,13.087,5.37862,8.26529,9.3016,10.1405,10.8325
200810080030,0.441,-0.0183,140.096,13.035,5.42211,8.07447,9.09125,10.0125,10.7434
200810080040,0.399,-0.0178,140.156,12.9939,5.21768,7.99119,8.96059,9.80358,10.4282
200810080050,0.412,-0.0219,140.971,12.9961,5.25677,7.95664,8.92648,9.97519,10.7911
200810080100,0.432,-0.0247,139.721,13.0278,5.61139,8.21741,9.24452,10.115,10.6788
200810080110,0.411,-0.0201,139.059,13.0586,5.64075,8.28928,9.26211,10.0406,10.8139
200810080120,0.355,-0.0211,134.386,13.0498,5.78787,7.96144,8.89025,9.84862,10.6191
200810080130,0.363,-0.0209,133.205,12.9947,5.70446,7.65633,8.65256,9.56304,10.3972
200810080140,0.263,-0.0122,131.213,12.8911,5.46584,7.329,8.27127,9.34951,10.1409
200810080150,0.27,-0.0111,131.935,12.8682,5.81651,7.57707,8.52752,9.46327,10.2243
200810080200,0.33,-0.0117,133.128,12.8893,5.27902,7.29574,8.23821,9.20232,10.1207
200810080210,0.387,-0.0191,136.23,13.0551,5.60738,7.69512,8.60633,9.55536,10.4163
200810080220,0.437,-0.0133,138.06,13.2009,6.20078,8.3707,9.43199,10.4505,11.1885
200810080230,0.358,-0.0133,136.573,13.2856,5.92765,8.26985,9.23632,10.2633,10.9467
200810080240,0.442,-0.0183,137.782,13.3306,5.53008,7.96481,8.90761,9.87414,10.6037
200810080250,0.497,-0.0179,142.423,13.2801,5.37221,7.67476,8.58157,9.55533,10.2215
200810080300,0.504,-0.0195,141.318,13.2186,6.11758,8.85923,9.70065,10.4918,11.2181
200810080310,0.558,-0.0235,139.007,13.2017,6.25634,8.86245,9.76991,10.4607,11.1456
200810080320,0.496,-0.0216,136.94,13.1727,6.52891,8.91221,9.76946,10.6415,11.2722
200810080330,0.371,-0.0146,139.204,13.0892,5.50076,8.17902,9.18608,10.0836,10.7349
200810080340,0.367,-0.0144,141.915,12.9683,5.19341,8.13056,9.09407,9.97742,10.6419
200810080350,0.449,-0.0257,143.304,12.9326,4.81282,7.5005,8.51401,9.43816,10.0537
200810080400,0.402,-0.0161,140.415,13.0074,5.09179,7.62657,8.64997,9.51099,10.225
200810080410,0.416,-0.0197,139.687,13.0773,5.20783,8.00727,9.10508,9.84035,10.4943
200810080420,0.394,-0.0123,139.039,13.2234,5.70689,8.28547,9.15458,10.0714,10.7764
200810080430,0.458,-0.0156,138.75,13.2675,5.66996,8.1793,9.23559,10.004,10.62
200810080440,0.397,-0.0173,141.76,13.2462,5.19208,7.85986,8.70059,9.5485,10.0249
200810080450,0.367,-0.0119,140.414,13.2233,4.96742,7.40791,8.20916,8.9526,9.52058
200810080500,0.374,-0.0109,138.108,13.2624,5.08171,7.27404,8.27089,9.05154,9.69734
200810080510,0.408,-0.0102,140.245,13.3193,5.254,7.63481,8.42326,9.20585,9.78496
200810080520,0.456,-0.0114,140.216,13.3439,5.60261,7.62789,8.56201,9.23421,9.81171
200810080530,0.39,-0.0096,138.146,13.3755,5.78737,8.0665,8.9054,9.5841,10.2119
200810080540,0.422,-0.0092,135.621,13.4107,6.42448,8.62025,9.36778,10.0602,10.6957
200810080550,0.433,-0.0099,135.161,13.4598,6.2229,8.36366,9.22659,9.95285,10.4653
200810080600,0.403,-0.0114,134.829,13.4792,6.01914,8.25581,8.99613,9.78272,10.3126
200810080610,0.427,-0.0079,138.797,13.4876,5.55621,7.976,8.7947,9.50675,10.0336
200810080620,0.437,-0.0089,140.02,13.5366,5.81137,7.9883,8.95237,9.68928,10.2933
200810080630,0.457,-0.0088,140.179,13.5487,5.55835,7.88677,8.7157,9.54954,10.1044
200810080640,0.372,-0.0087,140.993,13.5938,5.15645,7.70977,8.5006,9.06534,9.57816
200810080650,0.451,-0.0134,141.566,13.6093,5.29563,7.6099,8.43252,9.20068,9.73585
200810080700,0.429,-0.0121,141.975,13.6669,5.30087,7.89167,8.60911,9.19048,9.73627
200810080710,0.4,-0.0063,142.986,13.6945,4.93199,7.47784,8.5375,9.2001,9.76644
200810080720,0.443,-0.0137,147.306,13.7635,5.00034,7.00223,7.7817,8.51063,8.9429
200810080730,0.417,-0.0101,149.189,13.8579,5.04378,7.01884,7.61581,8.44296,9.09764
200810080740,0.282,-0.0102,155.617,13.8784,6.2515,7.78378,8.27998,8.92932,9.53071
200810080750,0.387,-0.013,152.324,13.8122,6.07468,8.20235,8.76326,9.59062,10.2018
200810080800,0.491,-0.0137,149.758,13.8744,6.44017,8.73315,9.56254,10.3041,10.8112
200810080810,0.501,-0.0146,148.279,13.8979,6.24426,8.60909,9.42021,10.2441,10.859
200810080820,0.407,-0.0091,150.989,13.9318,5.9325,7.88287,8.82152,9.47355,10.1069
200810080830,0.341,-0.0087,152.391,14.0227,6.08464,7.82121,8.67081,9.35867,9.88868
200810080840,0.341,-0.0038,152.405,14.1306,6.05282,7.8271,8.4597,9.07704,9.63558
200810080850,0.399,-0.0027,150.369,14.1802,6.48293,8.22413,8.89052,9.63818,10.1615
200810080900,0.478,-0.005,150.444,14.2026,6.90444,8.73357,9.31149,9.96659,10.2721
200810080910,0.426,-0.0029,153.581,14.2623,7.21261,8.91631,9.45347,10.0859,10.5515
200810080920,0.375,-0.0049,152.978,14.3231,6.78178,8.77981,9.41169,10.0726,10.6236
200810080930,0.369,-0.002,154.055,14.3623,7.16612,8.70619,9.32634,9.88659,10.4122
200810080940,0.359,-0.0012,152.134,14.4402,6.9755,8.73906,9.27589,9.6881,10.1794
200810080950,0.437,-0.0032,154.081,14.4283,7.3309,9.10416,9.57819,10.0129,10.4415
200810081000,0.373,-0.0013,152.697,14.3884,6.59853,8.69212,9.32694,9.90144,10.4782
200810081010,0.441,0.0063,151.577,14.4821,6.57608,8.49628,9.05302,9.74095,10.3821
200810081020,0.407,0.0103,155.597,14.5891,6.05781,7.83809,8.41143,9.12227,9.60007
200810081030,0.332,0.0055,156.532,14.6658,6.62832,8.4616,9.06013,9.63337,10.2309
200810081040,0.369,-0.0006,157.612,14.5807,6.82337,8.49808,9.01533,9.54602,10.0667
200810081050,0.308,-0.0014,159.392,14.5387,6.61577,8.44855,8.92204,9.59715,10.1199
200810081100,0.379,-0.0012,158.804,14.545,6.61585,8.45231,9.14352,9.78978,10.2026
200810081110,0.359,-0.0014,157.886,14.595,6.3811,8.33687,8.96881,9.65798,10.1804
200810081120,0.349,0.0021,156.603,14.6835,6.76265,8.13456,8.78657,9.47868,10.0303
200810081130,0.348,0.0017,155.56,14.7858,6.80882,8.57067,9.03022,9.61319,10.0822
200810081140,0.422,0.0042,153.696,14.7839,6.62308,8.19656,8.87549,9.45958,9.89347
200810081150,0.548,0.0095,151.635,14.8024,6.54477,8.05599,8.90762,9.6688,10.1432
200810081200,0.328,0.0051,156.089,14.8757,6.99999,8.58575,9.04278,9.48519,9.84275
200810081210,0.435,0.0077,157.43,14.9042,6.749,8.49643,8.96701,9.45512,9.74026
200810081220,0.331,0.0067,159.252,14.8815,6.80327,8.3022,8.73831,9.23847,9.63683
200810081230,0.339,0.0048,157.666,14.9434,6.38954,8.07315,8.52881,8.95736,9.46536
200810081240,0.324,0.0016,159.356,14.9026,6.55258,8.23273,8.64393,9.20139,9.66206
200810081250,0.345,0.0006,159.26,14.8738,6.37281,8.08987,8.66782,9.22718,9.81532
200810081300,0.367,0.0027,159.045,14.8795,6.3329,8.02196,8.686,9.18635,9.70585
200810081310,0.398,0.0041,159.404,14.9113,6.21874,8.09704,8.65411,9.17611,9.53559
200810081320,0.319,-0.0004,162.719,14.9487,5.89976,7.82026,8.26518,8.70835,9.11152
200810081330,0.31,-0.0012,165.022,15.0022,6.19417,8.03801,8.63755,9.23552,9.70604
200810081340,0.257,-0.0018,166.825,14.8991,6.16343,8.28568,8.85951,9.49295,9.97825
200810081350,0.289,-0.0064,165.974,14.686,6.20429,8.29033,8.80627,9.56145,10.05
200810081400,0.249,-0.0035,167.186,14.6247,5.98263,8.06426,8.59677,9.33782,9.74989
200810081410,0.254,-0.0042,169.203,14.532,5.99969,8.30923,8.96618,9.70715,10.1737
200810081420,0.267,-0.0039,171.965,14.347,5.58549,8.07514,8.94475,9.72492,10.1301
200810081430,0.231,-0.0019,173.838,14.257,5.23899,7.72529,8.57814,9.50532,9.94731
200810081440,0.369,-0.0046,181.54,14.3151,5.86451,8.42814,8.93206,9.47156,9.84952
200810081450,0.373,-0.0023,187.094,14.2473,5.7874,8.07282,8.56384,9.18776,9.51244
200810081500,0.302,-0.0064,189.225,14.0752,4.99498,7.6305,8.2726,8.85818,9.23741
200810081510,0.283,-0.0048,192.932,14.246,4.80128,7.18923,7.79925,8.4652,8.9476
200810081520,0.304,-0.0037,189.773,14.2403,4.88625,7.45876,8.18518,8.83377,9.09576
200810081530,0.242,-0.0015,217.632,14.3924,5.05554,6.40739,6.63993,6.88391,6.8085
200810081540,0.25,0.0003,271.187,14.2053,4.62225,5.63587,6.0884,6.64294,6.99265
200810081550,0.269,-0.0041,265.601,14.2287,3.86649,5.61494,5.95549,6.43697,6.77843
200810081600,0.293,-0.0066,265.833,14.2561,4.11987,5.72212,6.05609,6.33232,6.47374
200810081610,0.25,-0.0063,269.67,14.1998,3.90264,5.22699,5.71141,6.15969,6.35862
200810081620,0.232,-0.0075,271.836,14.2588,3.63822,4.88615,5.34096,5.70141,5.86679
200810081630,0.218,-0.0075,277.791,14.25,3.24053,4.6201,4.98242,5.26865,5.44807
200810081640,0.126,-0.0044,273.808,14.2472,2.83543,3.9229,4.15914,4.40536,4.46912
200810081650,0.13,-0.0053,267.689,14.2027,2.64349,3.76931,3.93391,4.1169,4.27093
200810081700,0.096,-0.0025,258.1,14.1809,2.43798,3.62412,3.79106,3.93713,4.04511
200810081710,0.12,-0.004,256.237,14.1548,2.61224,3.73411,3.96624,4.11735,4.15634
200810081720,0.13,-0.0042,257.442,14.2406,2.6126,3.85459,4.07161,4.2529,4.32131
200810081730,0.072,-0.0017,251.471,14.2205,2.2273,3.2496,3.48686,3.73212,3.91175
200810081740,0.082,-0.0021,244.688,14.2505,2.4578,3.46966,3.68355,3.86273,3.98434
200810081750,0.063,-0.0016,233.304,14.2087,2.42222,3.51479,3.62842,3.76382,3.87186
200810081800,0.077,-0.0025,233.576,14.1799,2.80419,4.18161,4.24194,4.34232,4.41214
200810081810,0.069,-0.0023,234.243,14.2277,2.88953,4.32067,4.39611,4.5602,4.6893
200810081820,0.079,-0.0028,233.86,14.2498,3.16102,4.59543,4.72266,4.88791,4.97444
200810081830,0.069,-0.0022,239.868,14.2877,2.87974,4.35949,4.66865,4.95569,5.1289
200810081840,0.081,-0.0035,247.672,14.4127,3.13431,4.35942,4.64216,4.83806,4.98805
200810081850,0.149,-0.0058,263.504,14.5719,2.96573,4.43833,4.77488,5.15436,5.31878
200810081900,0.173,-0.0111,286.179,14.6636,3.51533,4.91045,5.42297,5.73306,5.85559
200810081910,0.151,-0.0112,290.463,14.635,3.37653,4.97827,5.58066,5.81305,5.88221
200810081920,0.144,-0.0078,294.143,14.7655,3.81458,5.34299,5.73985,5.9092,5.98776
200810081930,0.262,-0.0185,298.526,14.6596,4.65207,6.21582,6.60572,6.88259,7.01426
200810081940,0.318,-0.0133,307.301,14.5036,5.66133,7.5455,7.84949,8.0661,8.13307
200810081950,0.336,-0.0159,305.509,14.4111,5.96931,8.01125,8.40221,8.60553,8.67835
200810082000,0.341,-0.0206,305.686,14.3312,5.60524,7.32949,7.73756,7.93183,7.9871
200810082010,0.3,-0.0156,304.976,14.3201,5.67943,7.6655,8.12948,8.34681,8.36742
200810082020,0.344,-0.0203,302.303,14.3608,6.56341,8.20639,8.61617,8.93343,9.06961
200810082030,0.414,-0.0214,303.847,14.2824,7.03312,8.85237,9.30278,9.62561,9.74071
200810082040,0.328,-0.0183,307.223,14.2405,6.36735,8.36631,8.85083,9.03815,9.08631
200810082050,0.314,-0.0176,305.078,14.265,6.43381,8.17755,8.55843,8.70912,8.79556
200810082100,0.288,-0.0166,305.258,14.3144,5.7206,7.44943,7.78685,8.14148,8.353
200810082110,0.35,-0.0205,307.215,14.312,5.86715,7.7245,8.19602,8.40113,8.51196
200810082120,0.319,-0.0148,306.66,14.3526,5.6276,7.33864,7.74187,7.91892,8.04177
200810082130,0.316,-0.0173,302.868,14.3781,6.04972,7.85741,8.24983,8.46622,8.5219
200810082140,0.339,-0.0211,303.898,14.3312,6.2546,7.83965,8.22534,8.47022,8.63304
200810082150,0.354,-0.0168,304.93,14.323,6.28386,8.19065,8.59383,8.75727,8.86145
200810082200,0.341,-0.0165,305.983,14.2777,6.28228,8.19267,8.63315,8.90734,8.95797
200810082210,0.29,-0.0155,303.905,14.2129,6.00349,7.69885,8.11125,8.31267,8.46101
200810082220,0.316,-0.0163,305.696,14.2869,5.97227,7.76793,8.00179,8.08809,8.19316
200810082230,0.289,-0.0149,304.914,14.3273,5.33047,7.25053,7.65875,7.8592,7.97686
200810082240,0.333,-0.016,306.015,14.3383,5.70098,7.58832,8.05111,8.30903,8.45844
200810082250,0.355,-0.0197,303.932,14.3409,6.71716,8.57428,9.10888,9.43877,9.6025
200810082300,0.389,-0.0218,301.762,14.3167,6.50749,8.39973,8.90371,9.23746,9.42115
200810082310,0.408,-0.0197,301.929,14.3349,7.12456,8.98114,9.50278,9.80907,9.96578
200810082320,0.391,-0.0199,302.679,14.2943,7.44725,9.19099,9.6209,9.84814,9.91987
200810082330,0.428,-0.0194,300.932,14.3034,7.50759,9.51196,9.86372,10.0075,10.0743
200810082340,0.43,-0.0226,304.876,14.2481,7.27567,9.4174,9.99432,10.2584,10.3939
200810082350,0.449,-0.0282,305.748,14.2001,7.3125,9.48377,10.0319,10.3477,10.4347
200810090000,0.377,-0.0335,306.159,14.0554,7.74932,9.97115,10.518,10.6959,10.7992
200810090010,0.43,-0.0415,305.328,13.9434,6.54918,8.52965,9.14618,9.46178,9.59123
200810090020,0.459,-0.0384,299.969,13.9651,7.41758,9.5797,10.1224,10.386,10.4674
200810090030,0.337,-0.0252,300.539,14.0049,7.46919,9.60236,10.0577,10.2652,10.3428
200810090040,0.408,-0.0272,307.434,13.9111,6.9281,9.16212,9.77512,10.1772,10.2358
200810090050,0.417,-0.0301,301.944,13.8969,7.53522,9.68031,10.2378,10.5812,10.7239
200810090100,0.385,-0.0264,302.304,13.8567,7.95345,10.1677,10.7713,10.9652,11.0803
200810090110,0.428,-0.0335,305.174,13.728,8.226,10.3392,10.8717,11.226,11.4389
200810090120,0.472,-0.0392,304.106,13.7296,7.7104,10.162,10.6802,10.8923,11.1274
200810090130,0.474,-0.0334,306.008,13.7301,8.31249,10.4998,10.9603,11.2198,11.3421
200810090140,0.338,-0.0272,305.082,13.6928,7.5007,9.60141,10.2392,10.6634,10.9247
200810090150,0.5,-0.034,303.891,13.7135,8.51845,10.8888,11.3891,11.7099,11.8551
200810090200,0.43,-0.0356,306.432,13.6259,8.651,11.1905,11.7226,11.8919,11.9445
200810090210,0.507,-0.0462,306.358,13.6269,8.52408,10.9938,11.412,11.6464,11.7489
200810090220,0.463,-0.0349,308.354,13.6575,8.22143,10.4,10.9117,11.2977,11.4803
200810090230,0.457,-0.0449,309.219,13.5261,7.69137,10.1702,10.71,11.1318,11.3279
200810090240,0.44,-0.0375,308.976,13.5366,7.84532,10.3084,10.8147,11.0872,11.2447
200810090250,0.45,-0.0417,308.119,13.4631,7.74849,10.2915,10.8024,11.0411,11.1938
200810090300,0.378,-0.0377,307.619,13.4565,7.59889,9.90434,10.4492,10.8045,10.9089
200810090310,0.413,-0.036,306.215,13.5125,7.4316,9.82263,10.2436,10.537,10.6524
200810090320,0.429,-0.0398,305.104,13.4797,7.47683,9.76854,10.3142,10.6205,10.733
200810090330,0.371,-0.0322,306.024,13.4776,7.54389,9.73738,10.143,10.3825,10.5074
200810090340,0.382,-0.029,304.551,13.5463,7.47444,9.71418,10.1336,10.2155,10.2342
200810090350,0.376,-0.0299,304.397,13.5576,6.95183,9.04603,9.45044,9.69611,9.90451
200810090400,0.364,-0.0268,300.063,13.5741,7.44943,9.22648,9.58311,9.70694,9.78604
200810090410,0.378,-0.0279,302.02,13.4766,7.30428,9.41926,9.82931,9.94734,10.0084
200810090420,0.335,-0.0297,302.909,13.3963,6.90028,8.98339,9.39898,9.58235,9.59832
200810090430,0.355,-0.0294,299.39,13.3727,7.25609,9.53084,10.0714,10.2461,10.3018
200810090440,0.395,-0.0302,299.879,13.3808,7.66203,9.7343,10.1034,10.2364,10.3103
200810090450,0.431,-0.0392,302.407,13.2265,7.66042,9.87969,10.2653,10.3772,10.3492
200810090500,0.442,-0.0486,301.191,13.1516,7.46711,9.81917,10.2484,10.3549,10.4193
200810090510,0.398,-0.0429,303.868,13.1561,7.86126,10.2591,10.5418,10.636,10.6578
200810090520,0.435,-0.0459,304.141,13.1601,8.19017,10.3931,10.6187,10.665,10.7689
200810090530,0.386,-0.0406,305.746,13.149,7.61988,9.64032,10.1168,10.3941,10.6351
200810090540,0.389,-0.0397,306.66,13.1892,7.7509,10.0661,10.5617,10.8051,10.9375
200810090550,0.443,-0.0497,306.713,13.1957,7.60954,10.077,10.6168,10.9331,11.0839
200810090600,0.516,-0.0525,302.89,13.2715,7.87248,10.1061,10.6426,10.9362,11.1816
200810090610,0.471,-0.0484,305.086,13.3452,8.38939,10.615,11.0048,11.2084,11.3413
200810090620,0.478,-0.0474,303.712,13.3675,8.34496,10.82,11.2737,11.4237,11.5657
200810090630,0.452,-0.0403,303.978,13.4322,7.77603,10.0685,10.5817,10.7776,10.8825
200810090640,0.479,-0.0333,300.681,13.4694,8.70203,10.8937,11.2989,11.578,11.7154
200810090650,0.505,-0.035,299.739,13.4265,8.24786,10.4042,10.7796,11.0532,11.2524
200810090700,0.433,-0.0358,297.598,13.4056,8.24617,10.2031,10.669,10.8896,11.045
200810090710,0.42,-0.0337,299.307,13.4294,7.4949,9.71054,10.212,10.4992,10.6751
200810090720,0.445,-0.0362,300.866,13.4801,7.46852,9.46127,9.93393,10.1303,10.2816
200810090730,0.413,-0.0304,298.604,13.5286,7.35378,9.4065,9.86199,10.1313,10.2092
200810090740,0.428,-0.0301,296.61,13.5922,7.13298,9.03672,9.45784,9.69042,9.84853
200810090750,0.411,-0.0267,292.849,13.7105,6.61217,8.58744,9.0886,9.35626,9.54152
200810090800,0.437,-0.0243,290.325,13.8108,7.5692,9.58531,10.1066,10.385,10.6008
200810090810,0.459,-0.0176,291.309,13.9155,7.84002,9.70265,10.2027,10.5536,10.7456
200810090820,0.427,-0.0212,290.848,13.9474,8.09653,9.77494,10.2815,10.5698,10.7691
200810090830,0.434,-0.0197,289.4,13.9608,7.71851,9.43329,9.90953,10.1855,10.3277
200810090840,0.49,-0.0124,290.561,13.9914,7.35533,9.1396,9.78693,10.1636,10.4229
200810090850,0.524,-0.012,290.895,13.9805,8.49249,10.5714,11.2284,11.7314,11.8968
200810090900,0.536,0.0007,291.745,14.0114,8.79818,10.7644,11.5636,12.0335,12.3019
200810090910,0.527,0.0033,291.824,14.0255,9.3373,11.4256,12.1475,12.5841,12.7072
200810090920,0.552,0.0086,289.685,14.0924,8.82511,10.7287,11.4172,11.9113,12.0941
200810090930,0.539,0.0024,289.96,14.1662,8.22352,10.2377,10.992,11.5393,12.0175
200810090940,0.531,0.0167,284.681,14.2522,8.1964,10.1951,10.8043,11.4269,11.7409
200810090950,0.596,0.0238,286.804,14.2155,8.81967,10.9574,11.7368,12.2869,12.6549
200810091000,0.545,0.0249,285.276,14.2452,9.1423,10.9002,11.514,11.8396,12.0904
200810091010,0.666,0.0309,286.699,14.226,9.00071,11.0191,11.7609,12.1416,12.2981
200810091020,0.582,0.0188,289.533,14.1867,9.12416,11.0035,11.6755,12.1021,12.2558
200810091030,0.479,0.0002,288.711,14.2,8.25583,10.1236,10.5393,10.8685,11.0895
200810091040,0.574,0.0303,288.151,14.315,8.34351,10.3182,10.9673,11.3257,11.6019
200810091050,0.516,0.0304,289.99,14.2492,9.37913,11.4262,12.0915,12.3331,12.4019
200810091100,0.582,0.0177,293.278,14.2107,8.90695,10.881,11.4904,11.9023,12.1159
200810091110,0.595,0.0448,292.398,14.3752,8.56542,10.19,10.7162,11.1851,11.419
200810091120,0.6,0.0345,294.077,14.3827,8.08023,9.5693,10.1852,10.6257,10.86
200810091130,0.531,0.0186,292.332,14.3246,8.57809,10.5107,11.1358,11.5499,11.704
200810091140,0.593,0.0525,294.291,14.4277,8.94792,10.7184,11.4981,11.9417,12.1316
200810091150,0.571,0.0527,292.326,14.4299,8.75598,10.2616,10.6583,10.9739,11.1933
200810091200,0.435,0.0322,289.968,14.4786,7.84731,9.06642,9.592,9.91069,10.214
200810091210,0.445,0.0348,290.222,14.4762,7.80369,9.46853,9.9466,10.2527,10.5197
200810091220,0.497,0.045,290.436,14.5264,7.66156,9.0227,9.61799,9.9337,10.1615
200810091230,0.488,0.0565,288.487,14.5522,7.58261,9.04765,9.69371,10.1047,10.3539
200810091240,0.538,0.0602,287.106,14.5336,7.73941,9.33726,9.84796,10.2563,10.4337
200810091250,0.588,0.0664,288.066,14.5438,7.63547,8.79278,9.34243,9.66071,9.96268
200810091300,0.467,0.039,287.503,14.5652,7.65609,9.08594,9.53142,9.77398,9.90713
200810091310,0.454,0.0405,287.073,14.5423,7.72656,9.09007,9.51368,9.75681,9.99299
200810091320,0.54,0.0505,288.866,14.5681,7.92727,9.27139,9.73042,9.97737,10.1187
200810091330,0.452,0.0473,285.976,14.6419,7.26497,8.98661,9.55524,9.89308,10.0575
200810091340,0.386,0.0296,285.961,14.5998,7.92158,9.52848,10.1676,10.4741,10.4905
200810091350,0.47,0.0316,286.027,14.6149,8.35117,10.087,10.639,10.9076,10.9639
200810091400,0.437,0.0153,286.398,14.5958,7.83843,9.32406,9.81537,10.0606,10.2606
200810091410,0.508,0.0274,285.013,14.6338,7.55578,9.01384,9.4595,9.63819,9.76096
200810091420,0.334,0.0224,282.863,14.7416,5.93894,6.92086,7.42159,7.85006,8.20013
200810091430,0.457,0.0356,284.31,14.7578,6.47419,7.68618,8.10629,8.57755,8.86684
200810091440,0.403,0.0196,283.535,14.6949,6.92582,8.32408,8.86227,9.13743,9.29482
200810091450,0.435,0.0144,280.675,14.695,6.7415,8.20307,8.70492,9.05952,9.3226
200810091500,0.514,0.0213,273.611,14.7984,6.9391,8.7509,9.60243,10.0825,10.1927
200810091510,0.432,0.0096,273.656,14.7772,6.89017,8.49887,9.05168,9.31469,9.42437
200810091520,0.344,0.0061,269.026,14.814,5.9731,7.4521,8.09705,8.65938,8.87623
200810091530,0.355,0.0036,269.314,14.7232,6.12315,7.81393,8.63348,8.89942,9.01274
200810091540,0.389,-0.0009,270.578,14.6731,5.84363,7.39075,8.18044,8.57518,8.7269
200810091550,0.431,-0.0026,270.293,14.6438,5.95016,7.41421,7.99786,8.43477,8.57576
200810091600,0.317,-0.0065,266.301,14.6099,5.21192,6.726,7.39157,7.7849,7.94043
200810091610,0.327,-0.0097,265.506,14.5915,5.20967,6.69513,7.22949,7.51435,7.6921
200810091620,0.373,-0.0143,264.969,14.5944,5.52069,7.44728,7.94973,8.16472,8.31213
200810091630,0.336,-0.0179,265.099,14.6267,5.74229,7.66713,8.453,8.75248,8.91459
200810091640,0.332,-0.0299,265.85,14.6089,5.80553,7.84366,8.58311,8.88532,8.98947
200810091650,0.386,-0.0244,264.062,14.6525,5.9305,8.15659,8.95152,9.27964,9.43931
200810091700,0.391,-0.0313,263.297,14.639,6.19237,8.39423,9.05163,9.28465,9.38225
200810091710,0.352,-0.0271,261.222,14.7065,6.21773,8.43321,9.10019,9.39939,9.59035
200810091720,0.314,-0.0206,259.868,14.7041,5.3648,7.32312,8.03223,8.25084,8.31207
200810091730,0.389,-0.034,259.818,14.7388,5.91102,8.12194,8.73348,9.02948,9.20226
200810091740,0.315,-0.0228,258.625,14.7865,5.66983,7.71249,8.54181,9.08861,9.38355
200810091750,0.321,-0.0256,256.222,14.8043,5.74936,7.7564,8.47881,8.92235,9.1411
200810091800,0.316,-0.0302,258.294,14.768,5.62121,7.78692,8.69399,9.16324,9.37177
200810091810,0.25,-0.0267,257.266,14.7396,5.39943,7.41984,8.06902,8.37321,8.63416
200810091820,0.358,-0.0312,258.659,14.7442,6.11847,8.18823,9.02013,9.53631,9.77906
200810091830,0.318,-0.0277,259.251,14.7266,6.2906,8.33514,9.02488,9.37668,9.51974
200810091840,0.276,-0.0205,256.072,14.713,5.70032,7.88362,8.53908,8.91572,9.08912
200810091850,0.323,-0.0312,256.228,14.693,5.61347,7.75377,8.39839,8.79071,8.99723
200810091900,0.347,-0.0363,253.585,14.6459,5.61527,7.92652,8.53201,8.89913,9.11208
200810091910,0.313,-0.0259,253.574,14.695,5.38685,7.46794,8.03529,8.42807,8.62825
